ID,Actual,Predicted,Posterior Probability
2905, <=50K, <=50K,0.2727272727272727
6846, <=50K, <=50K,0.0
23873, >50K, <=50K,0.0
27746, <=50K, >50K,0.5454545454545454
25673, <=50K, <=50K,0.09090909090909091
10811, <=50K, <=50K,0.09090909090909091
2675, <=50K, <=50K,0.0
9296, <=50K, <=50K,0.09090909090909091
7733, >50K, >50K,0.6363636363636364
12547, >50K, >50K,0.7272727272727273
12148, <=50K, <=50K,0.09090909090909091
7088, >50K, <=50K,0.0
24586, <=50K, <=50K,0.0
26750, <=50K, <=50K,0.2727272727272727
19499, <=50K, <=50K,0.36363636363636365
21191, >50K, <=50K,0.09090909090909091
27441, >50K, <=50K,0.18181818181818182
14765, <=50K, <=50K,0.0
23331, <=50K, <=50K,0.0
9478, <=50K, <=50K,0.0
5851, <=50K, <=50K,0.09090909090909091
23493, <=50K, <=50K,0.18181818181818182
29451, <=50K, <=50K,0.2727272727272727
14517, <=50K, <=50K,0.18181818181818182
27289, <=50K, <=50K,0.09090909090909091
22898, <=50K, <=50K,0.09090909090909091
30930, <=50K, <=50K,0.0
20927, <=50K, <=50K,0.09090909090909091
2426, >50K, <=50K,0.2727272727272727
8247, <=50K, <=50K,0.09090909090909091
31691, >50K, <=50K,0.2727272727272727
7063, <=50K, <=50K,0.0
31186, >50K, <=50K,0.36363636363636365
16341, <=50K, <=50K,0.09090909090909091
21171, <=50K, <=50K,0.09090909090909091
30838, <=50K, <=50K,0.0
32158, <=50K, <=50K,0.2727272727272727
29860, <=50K, <=50K,0.36363636363636365
30499, <=50K, <=50K,0.09090909090909091
17197, >50K, >50K,0.8181818181818182
10328, >50K, <=50K,0.2727272727272727
13794, <=50K, <=50K,0.0
1388, >50K, <=50K,0.09090909090909091
4195, <=50K, <=50K,0.09090909090909091
2489, <=50K, <=50K,0.18181818181818182
2541, <=50K, <=50K,0.0
18947, <=50K, <=50K,0.0
17704, <=50K, <=50K,0.0
15809, <=50K, <=50K,0.2727272727272727
30175, >50K, <=50K,0.0
28338, >50K, >50K,0.5454545454545454
25963, <=50K, <=50K,0.09090909090909091
10465, <=50K, <=50K,0.09090909090909091
13841, >50K, >50K,0.8181818181818182
12079, <=50K, <=50K,0.09090909090909091
29070, <=50K, <=50K,0.18181818181818182
30262, <=50K, <=50K,0.18181818181818182
20066, <=50K, <=50K,0.18181818181818182
4476, >50K, <=50K,0.2727272727272727
8260, <=50K, <=50K,0.0
9701, <=50K, <=50K,0.36363636363636365
13291, <=50K, <=50K,0.09090909090909091
8980, >50K, <=50K,0.09090909090909091
20349, <=50K, <=50K,0.18181818181818182
738, <=50K, <=50K,0.36363636363636365
10680, <=50K, <=50K,0.09090909090909091
20035, <=50K, <=50K,0.18181818181818182
13636, <=50K, <=50K,0.18181818181818182
18454, <=50K, <=50K,0.09090909090909091
17269, <=50K, <=50K,0.18181818181818182
31361, <=50K, <=50K,0.0
27538, <=50K, <=50K,0.45454545454545453
8266, <=50K, <=50K,0.18181818181818182
2457, <=50K, <=50K,0.45454545454545453
14444, <=50K, <=50K,0.09090909090909091
51, <=50K, <=50K,0.0
10913, >50K, <=50K,0.0
12158, >50K, <=50K,0.2727272727272727
15757, <=50K, <=50K,0.0
19587, <=50K, <=50K,0.09090909090909091
15884, <=50K, <=50K,0.09090909090909091
17845, <=50K, <=50K,0.09090909090909091
21205, <=50K, <=50K,0.2727272727272727
30528, <=50K, >50K,0.7272727272727273
13047, <=50K, <=50K,0.45454545454545453
26684, >50K, >50K,0.7272727272727273
17332, >50K, <=50K,0.09090909090909091
14324, <=50K, <=50K,0.09090909090909091
31860, <=50K, <=50K,0.18181818181818182
27160, >50K, <=50K,0.45454545454545453
17808, <=50K, <=50K,0.0
25937, <=50K, <=50K,0.09090909090909091
17772, >50K, <=50K,0.45454545454545453
32244, <=50K, <=50K,0.0
25308, <=50K, <=50K,0.09090909090909091
25704, <=50K, <=50K,0.09090909090909091
3885, >50K, <=50K,0.36363636363636365
12665, <=50K, <=50K,0.09090909090909091
21388, <=50K, >50K,0.6363636363636364
22945, <=50K, >50K,0.7272727272727273
8215, <=50K, <=50K,0.36363636363636365
4333, <=50K, <=50K,0.45454545454545453
12954, <=50K, <=50K,0.0
9183, >50K, <=50K,0.2727272727272727
24392, <=50K, <=50K,0.0
26160, <=50K, <=50K,0.18181818181818182
26460, <=50K, <=50K,0.2727272727272727
22736, >50K, <=50K,0.36363636363636365
23758, <=50K, <=50K,0.0
10442, <=50K, <=50K,0.0
24919, <=50K, <=50K,0.0
8953, >50K, <=50K,0.0
11028, >50K, <=50K,0.09090909090909091
22209, >50K, <=50K,0.2727272727272727
30504, <=50K, <=50K,0.0
30556, <=50K, <=50K,0.45454545454545453
22913, >50K, <=50K,0.18181818181818182
27270, <=50K, <=50K,0.09090909090909091
23302, >50K, <=50K,0.09090909090909091
24480, <=50K, <=50K,0.09090909090909091
392, <=50K, <=50K,0.0
1705, <=50K, <=50K,0.0
5284, <=50K, <=50K,0.0
22396, <=50K, <=50K,0.0
13655, >50K, >50K,0.5454545454545454
25846, <=50K, <=50K,0.18181818181818182
26436, <=50K, <=50K,0.0
16569, <=50K, <=50K,0.09090909090909091
15670, >50K, <=50K,0.45454545454545453
2487, <=50K, <=50K,0.09090909090909091
30810, <=50K, <=50K,0.18181818181818182
10924, <=50K, <=50K,0.09090909090909091
30508, <=50K, <=50K,0.0
23236, <=50K, <=50K,0.0
2461, >50K, <=50K,0.36363636363636365
22437, <=50K, <=50K,0.36363636363636365
9501, >50K, <=50K,0.09090909090909091
30738, <=50K, <=50K,0.2727272727272727
7137, <=50K, <=50K,0.09090909090909091
31153, <=50K, <=50K,0.09090909090909091
14035, <=50K, >50K,0.5454545454545454
7627, <=50K, <=50K,0.2727272727272727
15700, <=50K, <=50K,0.09090909090909091
14006, <=50K, <=50K,0.0
1374, <=50K, <=50K,0.36363636363636365
18731, <=50K, <=50K,0.09090909090909091
30002, <=50K, <=50K,0.09090909090909091
32111, <=50K, <=50K,0.0
